dog_id,date,breed,sex,age_months,age_years,height_cm,length_cm,weight_kg,avg_daily_play_min,avg_daily_walk_min,activity_minutes,activity_score_percent,sleep_hours,rer,mer_multiplier,calories_per_day,activity_cluster,activity_label
DOG0512,2025-04-14,Labrador Retriever,M,33,2.75,60.3,71.6,37.53,8.9,14.8,23.7,1.65,11.8,1061.4,1.3,1392.7,1,Low activity
DOG0513,2025-06-27,Poodle (Standard),F,64,5.33,57.1,75.6,26.98,31.4,74.9,106.3,7.38,12.2,828.7,1.33,1176.6,2,Hyperactive
DOG0514,2025-08-03,Beagle,M,6,0.5,38.6,42.2,7.33,49.0,97.0,146.0,10.14,8.9,311.8,1.632359549704523,461.4,2,Hyperactive
DOG0515,2025-10-10,Labrador Retriever,F,51,4.25,58.7,74.8,30.44,42.2,47.0,89.2,6.19,10.6,907.2,1.19,1040.6,2,Hyperactive
DOG0516,2025-03-01,German Shepherd,F,10,0.83,60.2,72.0,28.42,4.0,67.5,71.5,4.97,11.8,861.6,1.8034987195150203,1531.2,2,Hyperactive
DOG0517,2025-05-30,Beagle,M,70,5.83,34.9,42.9,9.11,85.9,43.2,129.1,8.97,10.2,367.1,1.29,452.4,0,Normal
DOG0518,2025-05-02,Beagle,M,24,2.0,37.4,42.9,10.04,12.1,76.8,88.9,6.17,10.2,394.8,1.21,439.4,2,Hyperactive
DOG0519,2025-10-12,Golden Retriever,M,67,5.58,54.6,67.0,30.73,78.4,0.0,78.4,5.44,11.1,913.6,1.29,1081.3,0,Normal
DOG0520,2025-06-09,Poodle (Standard),F,31,2.58,47.0,49.6,25.05,37.5,45.4,82.9,5.76,11.9,783.8,1.16,896.9,1,Low activity
DOG0521,2025-11-23,Dachshund,M,2,0.17,22.0,25.0,6.94,65.9,64.5,130.4,9.06,10.9,299.3,2.8610088213080136,839.1,2,Hyperactive
DOG0522,2025-03-11,Pomeranian,F,36,3.0,28.0,28.3,2.16,38.8,20.3,59.1,4.1,12.5,124.7,1.23,146.7,1,Low activity
DOG0523,2025-10-27,Labrador Retriever,M,64,5.33,61.3,59.5,33.92,34.4,50.8,85.2,5.92,12.1,983.9,1.29,1395.8,2,Hyperactive
DOG0524,2025-07-23,Dachshund,M,5,0.42,18.0,18.0,9.34,68.3,68.9,137.2,9.53,10.9,374.0,2.005928215336878,783.4,2,Hyperactive
DOG0525,2025-05-31,Mixed,M,9,0.75,30.4,37.5,16.66,61.7,0.0,61.7,4.28,10.5,577.2,2.1181462018834876,1213.5,0,Normal
DOG0526,2025-05-09,Chihuahua,F,10,0.83,19.9,20.6,1.11,81.0,12.5,93.5,6.49,12.5,75.7,2.1119037871880337,160.7,0,Normal
DOG0527,2025-08-18,Dachshund,F,53,4.42,19.9,23.2,10.87,29.8,27.6,57.4,3.99,13.4,419.1,1.19,481.0,1,Low activity
DOG0528,2025-09-23,Siberian Husky,F,16,1.33,53.8,60.7,21.3,22.0,64.6,86.6,6.01,11.4,694.0,1.35,1054.5,2,Hyperactive
DOG0529,2025-04-25,Beagle,M,12,1.0,36.4,35.8,11.21,53.0,1.1,54.1,3.76,10.3,428.8,1.23,620.9,0,Normal
DOG0530,2025-03-23,Boxer,F,22,1.83,60.6,72.7,31.37,45.1,37.8,82.9,5.76,10.2,927.9,1.25,1161.5,0,Normal
DOG0531,2025-02-21,German Shepherd,F,19,1.58,60.4,75.8,32.28,46.9,20.1,67.0,4.65,12.3,948.0,1.22,1092.7,1,Low activity
DOG0532,2025-05-18,Pomeranian,M,39,3.25,21.9,30.6,2.98,32.9,27.7,60.6,4.21,10.3,158.8,1.29,212.8,0,Normal
DOG0533,2025-03-03,Boxer,F,7,0.58,61.5,63.8,23.7,74.0,38.6,112.6,7.82,11.1,751.9,1.9960713417977045,1531.7,0,Normal
DOG0534,2025-07-03,Boxer,F,8,0.67,57.7,65.5,25.35,28.2,36.0,64.2,4.46,11.4,790.8,1.7355288477601456,1297.3,1,Low activity
DOG0535,2024-11-26,Labrador Retriever,F,74,6.17,59.2,66.6,33.02,27.3,38.6,65.9,4.58,11.2,964.2,1.27,1209.2,1,Low activity
DOG0536,2025-06-13,Chihuahua,M,45,3.75,24.2,27.4,3.49,6.8,26.4,33.2,2.31,11.6,178.7,1.27,237.7,1,Low activity
DOG0537,2025-02-14,Mixed,M,33,2.75,46.7,64.2,19.68,0.0,47.4,47.4,3.29,13.4,654.1,1.16,819.1,1,Low activity
DOG0538,2025-04-23,Beagle,F,27,2.25,36.5,42.1,10.69,26.4,69.5,95.9,6.66,9.5,413.8,1.3,500.3,2,Hyperactive
DOG0539,2025-11-02,Dachshund,M,86,7.17,19.7,25.3,11.98,31.5,37.6,69.1,4.8,10.5,450.8,1.19,502.8,2,Hyperactive
DOG0540,2025-08-03,Labrador Retriever,M,11,0.92,57.6,68.1,28.31,58.9,18.0,76.9,5.34,12.8,859.1,2.0325359314312585,1817.5,1,Low activity
DOG0541,2025-02-07,Golden Retriever,M,149,12.42,63.8,84.3,27.79,6.3,44.9,51.2,3.56,11.6,847.3,1.17,1058.3,1,Low activity
DOG0542,2024-12-22,Siberian Husky,M,97,8.08,50.4,58.0,20.38,43.2,38.5,81.7,5.67,11.2,671.4,1.27,745.0,0,Normal
DOG0543,2025-06-28,Golden Retriever,F,36,3.0,53.7,70.4,25.89,8.7,1.7,10.4,0.72,11.3,803.4,1.19,971.2,1,Low activity
DOG0544,2025-07-24,Pomeranian,F,16,1.33,18.0,17.1,3.3,43.4,27.5,70.9,4.92,12.7,171.4,1.28,219.2,1,Low activity
DOG0545,2025-03-12,Pomeranian,M,13,1.08,17.8,18.7,2.8,31.4,8.3,39.7,2.76,11.1,151.5,1.24,193.4,1,Low activity
DOG0546,2025-02-26,Beagle,M,52,4.33,35.7,42.2,9.91,40.4,6.8,47.2,3.28,12.5,391.0,1.23,484.7,1,Low activity
DOG0547,2025-02-22,Labrador Retriever,M,19,1.58,60.8,80.4,33.93,65.4,51.0,116.4,8.08,11.1,984.1,1.19,1311.5,0,Normal
DOG0548,2025-03-08,Pomeranian,F,35,2.92,19.5,22.8,2.04,39.2,29.9,69.1,4.8,10.6,119.5,1.29,154.0,0,Normal
DOG0549,2025-04-21,Beagle,M,15,1.25,39.7,37.7,9.76,34.2,79.2,113.4,7.88,11.4,386.5,1.25,446.3,2,Hyperactive
DOG0550,2025-09-17,Labrador Retriever,F,66,5.5,59.5,80.5,28.3,9.8,52.8,62.6,4.35,10.3,858.9,1.19,1059.8,2,Hyperactive
DOG0551,2025-02-01,Beagle,M,40,3.33,37.9,35.2,10.9,44.6,51.8,96.4,6.69,11.8,419.9,1.28,544.7,2,Hyperactive
DOG0552,2025-08-08,Poodle (Standard),F,19,1.58,48.0,50.0,28.7,43.8,73.0,116.8,8.11,11.5,868.0,1.31,1063.5,2,Hyperactive
DOG0553,2025-03-23,Mixed,M,2,0.17,29.9,40.1,10.64,71.6,17.2,88.8,6.17,13.2,412.4,2.0942403504772473,883.3,0,Normal
DOG0554,2025-01-21,French Bulldog,M,2,0.17,29.9,37.2,6.9,42.7,8.1,50.8,3.53,9.9,298.0,2.534800976919168,743.6,0,Normal
DOG0555,2025-04-30,Siberian Husky,M,43,3.58,50.3,67.8,19.61,67.4,40.8,108.2,7.51,9.3,652.3,1.33,832.1,0,Normal
DOG0556,2024-12-21,Mixed,M,39,3.25,55.1,56.8,21.66,37.6,2.0,39.6,2.75,10.7,702.8,1.2,853.3,0,Normal
DOG0557,2025-10-21,Labrador Retriever,F,29,2.42,56.6,76.1,27.12,11.2,24.8,36.0,2.5,12.9,831.9,1.25,1054.6,1,Low activity
DOG0558,2025-01-29,Boxer,M,60,5.0,61.5,83.8,31.46,48.8,7.3,56.1,3.9,12.0,929.9,1.21,1171.4,1,Low activity
DOG0559,2025-02-04,Dachshund,F,6,0.5,12.9,12.1,7.61,103.0,45.7,148.7,10.33,11.2,320.7,1.9431089973342675,614.0,0,Normal
DOG0560,2025-08-02,Golden Retriever,M,22,1.83,57.2,78.7,31.78,34.3,19.5,53.8,3.74,10.9,936.9,1.26,1233.5,1,Low activity
DOG0561,2025-03-16,Beagle,F,100,8.33,36.9,34.6,9.71,18.1,47.7,65.8,4.57,12.8,385.0,1.34,488.5,1,Low activity
DOG0562,2025-09-21,Siberian Husky,M,2,0.17,53.6,52.5,12.56,51.5,0.0,51.5,3.58,10.4,467.0,2.30998013643547,1126.1,0,Normal
DOG0563,2025-05-17,Golden Retriever,F,11,0.92,56.7,74.8,28.39,19.4,79.9,99.3,6.9,11.1,860.9,2.105957225693059,1796.9,2,Hyperactive
DOG0564,2025-10-17,Chihuahua,M,3,0.25,15.4,16.5,1.13,83.6,0.0,83.6,5.81,10.9,76.7,2.3556219992575658,173.2,0,Normal
DOG0565,2025-10-05,Dachshund,M,9,0.75,19.8,26.9,10.73,84.5,15.5,100.0,6.94,12.4,415.0,1.613562663615536,654.3,0,Normal
DOG0566,2024-12-24,Golden Retriever,F,43,3.58,54.1,68.2,27.83,19.4,26.4,45.8,3.18,10.8,848.2,1.3,1167.2,1,Low activity
DOG0567,2025-03-09,Labrador Retriever,M,6,0.5,56.8,54.1,20.89,88.3,33.0,121.3,8.42,10.5,684.0,1.900628426676651,1255.8,0,Normal
DOG0568,2025-02-04,German Shepherd,M,64,5.33,64.1,67.9,36.58,95.2,59.4,154.6,10.74,11.0,1041.2,1.33,1364.1,0,Normal
DOG0569,2025-07-19,Siberian Husky,F,29,2.42,54.2,50.1,19.42,41.2,57.5,98.7,6.85,10.1,647.6,1.33,843.9,2,Hyperactive
DOG0570,2025-01-24,Mixed,M,25,2.08,33.7,38.9,17.5,31.8,18.7,50.5,3.51,9.8,598.9,1.13,620.2,0,Normal
DOG0571,2025-09-01,Chihuahua,M,82,6.83,19.0,19.1,1.86,17.7,35.4,53.1,3.69,12.2,111.5,1.23,126.9,1,Low activity
DOG0572,2025-03-19,Shih Tzu,M,9,0.75,23.8,27.4,4.65,33.7,11.1,44.8,3.11,13.5,221.7,2.028452213611011,438.3,1,Low activity
DOG0573,2025-09-15,Chihuahua,M,7,0.58,16.2,15.7,1.65,99.1,57.8,156.9,10.9,11.8,101.9,1.6110134346274851,172.6,0,Normal
DOG0574,2025-05-14,Pomeranian,M,26,2.17,26.8,33.0,3.52,18.9,32.8,51.7,3.59,12.8,179.9,1.29,222.6,1,Low activity
DOG0575,2025-08-05,Mixed,M,2,0.17,27.5,24.8,10.51,81.9,36.3,118.2,8.21,10.0,408.6,2.4768377748580717,1041.4,0,Normal
DOG0576,2025-10-30,Beagle,M,19,1.58,41.9,58.6,10.32,40.2,0.0,40.2,2.79,12.1,403.0,1.23,545.5,1,Low activity
DOG0577,2025-06-27,Labrador Retriever,M,2,0.17,60.8,72.5,20.9,50.1,30.7,80.8,5.61,11.9,684.2,2.1358324284132655,1502.7,0,Normal
DOG0578,2025-04-12,German Shepherd,F,29,2.42,61.5,78.1,29.11,33.8,66.0,99.8,6.93,13.1,877.3,1.15,964.6,2,Hyperactive
DOG0579,2025-08-12,Dachshund,F,71,5.92,17.9,19.7,11.3,33.0,58.0,91.0,6.32,10.5,431.4,1.31,550.3,2,Hyperactive
DOG0580,2025-07-19,Boxer,M,18,1.5,64.0,69.4,33.06,88.3,42.8,131.1,9.1,10.1,965.1,1.27,1312.8,0,Normal
DOG0581,2025-04-25,Rottweiler,M,6,0.5,68.6,89.4,41.58,12.6,15.4,28.0,1.94,10.8,1146.2,1.9594595950616516,2183.6,1,Low activity
DOG0582,2025-02-27,Labrador Retriever,M,45,3.75,61.8,66.9,30.86,54.2,37.1,91.3,6.34,12.5,916.5,1.2,1171.4,1,Low activity
DOG0583,2025-10-01,Mixed,F,8,0.67,52.3,66.5,14.8,0.0,41.3,41.3,2.87,11.5,528.2,2.14616306275237,1181.6,1,Low activity
DOG0584,2025-11-10,Labrador Retriever,M,50,4.17,61.5,60.0,35.47,37.1,2.9,40.0,2.78,11.2,1017.4,1.16,1233.7,1,Low activity
DOG0585,2025-03-22,Pomeranian,F,64,5.33,28.2,32.0,2.59,47.6,23.4,71.0,4.93,10.4,142.9,1.18,169.6,0,Normal
DOG0586,2025-09-21,Poodle (Standard),F,17,1.42,46.7,45.9,25.19,25.7,70.7,96.4,6.69,9.5,787.1,1.22,1131.1,2,Hyperactive
DOG0587,2025-11-07,Labrador Retriever,M,48,4.0,58.2,62.2,29.49,63.0,41.3,104.3,7.24,11.0,885.8,1.32,1062.0,0,Normal
DOG0588,2025-11-12,Beagle,F,13,1.08,38.4,51.3,8.9,37.4,61.4,98.8,6.86,8.8,360.7,1.25,455.5,2,Hyperactive
DOG0589,2025-03-04,Mixed,F,18,1.5,30.1,29.7,14.67,46.2,75.4,121.6,8.44,11.5,524.7,1.28,684.4,2,Hyperactive
DOG0590,2025-03-30,Siberian Husky,M,29,2.42,54.6,75.5,23.84,50.2,37.4,87.6,6.08,12.4,755.2,1.18,912.8,1,Low activity
DOG0591,2025-01-23,Mixed,F,99,8.25,52.7,67.7,16.34,32.7,36.0,68.7,4.77,10.2,568.9,1.23,689.1,2,Hyperactive
DOG0592,2025-05-03,Mixed,F,22,1.83,52.0,57.5,16.0,81.2,4.7,85.9,5.97,11.6,560.0,1.18,680.7,0,Normal
DOG0593,2025-09-06,Pomeranian,M,75,6.25,26.7,25.8,2.53,70.9,12.8,83.7,5.81,12.9,140.4,1.2,163.4,0,Normal
DOG0594,2025-01-17,French Bulldog,F,9,0.75,30.4,29.8,10.11,34.8,86.6,121.4,8.43,11.8,396.9,1.7447240647768139,698.3,2,Hyperactive
DOG0595,2025-03-15,Golden Retriever,M,15,1.25,56.5,69.9,29.6,61.0,50.1,111.1,7.72,10.8,888.3,1.3,1070.8,0,Normal
DOG0596,2025-06-20,Siberian Husky,M,50,4.17,50.9,64.1,19.95,59.9,86.4,146.3,10.16,9.9,660.8,1.39,935.8,2,Hyperactive
DOG0597,2025-02-05,Poodle (Standard),M,22,1.83,59.2,65.0,30.57,39.6,65.3,104.9,7.28,12.4,910.1,1.24,1159.9,2,Hyperactive
DOG0598,2025-01-08,Bulldog,M,27,2.25,32.3,31.2,17.19,48.3,51.5,99.8,6.93,10.5,591.0,1.26,701.0,2,Hyperactive
DOG0599,2025-07-14,Bulldog,M,26,2.17,33.9,39.2,19.5,40.7,31.6,72.3,5.02,12.8,649.6,1.12,695.5,1,Low activity
DOG0600,2025-06-24,Mixed,M,5,0.42,27.9,27.7,11.97,44.3,23.6,67.9,4.72,13.4,450.5,2.985806821008425,1335.4,1,Low activity
DOG0601,2025-06-22,Golden Retriever,M,26,2.17,51.0,50.0,25.26,42.7,45.4,88.1,6.12,10.3,788.7,1.23,1024.7,2,Hyperactive
DOG0602,2025-07-26,Siberian Husky,M,28,2.33,51.1,63.3,22.75,39.0,52.7,91.7,6.37,9.2,729.2,1.29,917.0,2,Hyperactive
DOG0603,2025-06-24,Pomeranian,F,3,0.25,22.0,23.8,1.62,33.8,13.8,47.6,3.31,10.3,100.5,2.7500613241443475,276.7,0,Normal
DOG0604,2025-01-09,Mixed,M,43,3.58,32.5,44.4,16.61,28.7,61.7,90.4,6.28,11.5,575.9,1.22,755.6,2,Hyperactive
DOG0605,2025-01-25,Mixed,M,111,9.25,54.6,50.6,19.47,29.0,50.2,79.2,5.5,13.5,648.8,1.25,784.1,1,Low activity
DOG0606,2025-10-04,Shih Tzu,M,20,1.67,23.7,31.2,5.52,15.9,16.9,32.8,2.28,11.4,252.1,1.22,330.5,1,Low activity
DOG0607,2025-04-14,Mixed,F,16,1.33,25.4,33.6,16.25,14.0,41.5,55.5,3.85,12.2,566.5,1.24,785.6,1,Low activity
DOG0608,2025-02-13,Rottweiler,M,56,4.67,60.3,67.0,49.48,18.7,33.7,52.4,3.64,9.9,1305.9,1.17,1453.1,2,Hyperactive
DOG0609,2025-08-16,German Shepherd,F,5,0.42,63.8,86.3,22.92,0.0,79.2,79.2,5.5,10.8,733.3,2.689229736362952,1927.7,2,Hyperactive
DOG0610,2025-02-28,Dachshund,F,6,0.5,20.3,24.4,7.63,2.3,42.4,44.7,3.1,11.0,321.4,1.6747031526194154,539.6,2,Hyperactive
DOG0611,2025-04-09,German Shepherd,F,36,3.0,56.3,57.5,28.6,35.4,17.1,52.5,3.65,10.6,865.7,1.15,1024.7,0,Normal
DOG0612,2025-10-17,Poodle (Standard),F,28,2.33,45.9,56.2,25.6,0.0,17.2,17.2,1.19,11.4,796.7,1.19,987.1,1,Low activity
DOG0613,2025-03-17,German Shepherd,F,55,4.58,54.7,57.1,25.94,56.9,0.0,56.9,3.95,9.9,804.6,1.15,987.5,0,Normal
DOG0614,2025-07-27,Shih Tzu,M,65,5.42,20.7,19.5,5.32,46.5,32.1,78.6,5.46,11.4,245.2,1.15,241.9,0,Normal
DOG0615,2025-07-12,Boxer,F,129,10.75,54.7,68.8,25.87,15.7,21.3,37.0,2.57,13.3,803.0,1.19,868.8,1,Low activity
DOG0616,2024-12-15,Pomeranian,M,2,0.17,19.2,26.3,1.67,41.9,31.6,73.5,5.1,10.1,102.8,2.461770366396279,258.5,0,Normal
DOG0617,2025-06-06,Beagle,M,24,2.0,36.7,47.2,9.58,38.4,5.4,43.8,3.04,12.0,381.2,1.17,449.3,1,Low activity
DOG0618,2025-02-18,Bulldog,F,56,4.67,31.7,29.6,17.32,38.5,63.5,102.0,7.08,12.2,594.3,1.25,738.0,2,Hyperactive
DOG0619,2025-05-20,Rottweiler,M,21,1.75,69.0,80.9,53.49,53.5,85.1,138.6,9.62,10.6,1384.5,1.33,2002.5,2,Hyperactive
DOG0620,2025-05-09,Labrador Retriever,F,2,0.17,59.4,76.0,16.36,110.9,10.7,121.6,8.44,14.2,569.4,2.104554458151024,1264.4,0,Normal
DOG0621,2025-02-09,Mixed,M,110,9.17,52.0,54.5,17.8,23.0,25.4,48.4,3.36,12.2,606.6,1.18,717.0,1,Low activity
DOG0622,2025-01-18,Labrador Retriever,F,14,1.17,55.3,64.3,26.89,4.7,5.8,10.5,0.73,11.3,826.6,1.1,870.7,1,Low activity
DOG0623,2025-03-09,Mixed,F,83,6.92,28.3,37.1,15.74,55.6,0.0,55.6,3.86,11.9,553.2,1.21,683.3,0,Normal
DOG0624,2025-01-20,Rottweiler,F,36,3.0,63.5,59.0,43.99,11.9,43.1,55.0,3.82,12.2,1195.7,1.22,1505.4,1,Low activity
DOG0625,2025-05-02,Boxer,F,27,2.25,60.4,58.6,26.98,15.3,33.5,48.8,3.39,10.3,828.7,1.27,952.4,2,Hyperactive
DOG0626,2025-10-10,Labrador Retriever,M,13,1.08,60.0,71.4,31.51,28.7,44.2,72.9,5.06,12.0,931.0,1.28,1203.8,1,Low activity
DOG0627,2025-03-22,German Shepherd,M,23,1.92,58.1,67.6,32.6,0.0,4.0,4.0,0.28,12.2,955.0,1.13,997.2,1,Low activity
DOG0628,2025-03-31,Rottweiler,M,98,8.17,57.4,67.9,47.42,14.0,52.2,66.2,4.6,10.2,1264.9,1.25,1522.7,2,Hyperactive
DOG0629,2025-03-07,Golden Retriever,F,2,0.17,53.7,68.4,20.17,49.9,26.3,76.2,5.29,11.4,666.2,2.352877350504334,1554.7,0,Normal
DOG0630,2025-05-11,Labrador Retriever,F,10,0.83,58.5,54.6,27.65,65.6,38.3,103.9,7.22,12.8,844.1,1.7106209428118164,1360.9,0,Normal
DOG0631,2025-02-11,Labrador Retriever,M,64,5.33,56.9,71.9,30.47,35.8,12.9,48.7,3.38,10.1,907.8,1.23,1159.6,0,Normal
DOG0632,2024-12-16,Mixed,M,3,0.25,56.0,55.0,12.74,69.8,34.0,103.8,7.21,11.2,472.0,2.145316456336626,1000.3,0,Normal
DOG0633,2025-02-13,Shih Tzu,M,55,4.58,19.6,23.6,4.95,29.0,5.1,34.1,2.37,12.8,232.3,1.17,293.5,1,Low activity
DOG0634,2025-05-21,Labrador Retriever,M,24,2.0,53.8,53.4,25.59,61.3,37.5,98.8,6.86,11.1,796.4,1.3,958.2,0,Normal
DOG0635,2025-05-07,Boxer,F,8,0.67,64.2,80.5,26.42,49.3,40.8,90.1,6.26,10.5,815.7,2.091600251379317,1779.9,0,Normal
DOG0636,2025-02-18,Dachshund,M,40,3.33,15.0,17.4,11.82,37.7,32.5,70.2,4.88,10.8,446.2,1.2,589.4,0,Normal
DOG0637,2025-09-28,German Shepherd,F,44,3.67,61.2,82.3,29.02,47.2,0.0,47.2,3.28,10.7,875.2,1.2,1050.7,0,Normal
DOG0638,2025-01-27,German Shepherd,M,125,10.42,59.4,54.8,28.88,13.2,33.1,46.3,3.22,14.9,872.1,1.29,1206.9,1,Low activity
DOG0639,2025-11-09,Labrador Retriever,M,16,1.33,61.5,79.8,34.92,0.0,54.4,54.4,3.78,13.0,1005.6,1.22,1259.4,1,Low activity
DOG0640,2025-07-01,Pomeranian,F,7,0.58,21.1,24.0,2.2,36.7,37.5,74.2,5.15,13.5,126.4,1.8430937242516992,212.7,1,Low activity
DOG0641,2025-03-11,Poodle (Standard),F,2,0.17,49.2,59.3,16.6,35.1,0.5,35.6,2.47,13.3,575.7,2.6562398932483586,1548.2,1,Low activity
DOG0642,2025-10-22,French Bulldog,M,19,1.58,31.1,41.8,11.98,20.0,21.0,41.0,2.85,12.5,450.8,1.3,557.5,1,Low activity
DOG0643,2025-01-21,Mixed,F,9,0.75,33.4,30.6,15.13,12.3,40.4,52.7,3.66,10.8,537.0,2.114985664304229,1129.6,2,Hyperactive
DOG0644,2025-02-23,Dachshund,M,13,1.08,16.4,20.3,11.3,36.9,41.7,78.6,5.46,11.6,431.4,1.26,475.6,1,Low activity
DOG0645,2025-03-21,Mixed,F,17,1.42,29.6,32.4,16.25,9.9,47.6,57.5,3.99,12.5,566.5,1.19,593.2,1,Low activity
DOG0646,2025-09-04,Beagle,M,2,0.17,33.9,45.3,6.63,89.1,49.2,138.3,9.6,10.8,289.2,2.359445026182239,687.2,0,Normal
DOG0647,2025-03-17,Shih Tzu,F,89,7.42,24.7,28.5,5.55,5.9,16.3,22.2,1.54,13.0,253.1,1.27,319.3,1,Low activity
DOG0648,2025-06-07,Dachshund,F,18,1.5,22.5,25.4,12.23,15.0,63.7,78.7,5.47,12.4,457.8,1.28,591.1,2,Hyperactive
DOG0649,2025-11-21,Mixed,F,30,2.5,46.7,63.6,16.81,37.2,11.5,48.7,3.38,10.5,581.1,1.28,665.6,0,Normal
DOG0650,2024-12-22,French Bulldog,M,10,0.83,28.3,26.6,9.98,16.6,10.2,26.8,1.86,13.5,393.0,1.607961124516525,623.6,1,Low activity
DOG0651,2025-02-28,Golden Retriever,M,61,5.08,59.0,71.3,29.48,38.6,55.9,94.5,6.56,13.7,885.6,1.22,1073.4,1,Low activity
DOG0652,2024-12-31,Beagle,F,63,5.25,38.5,53.7,10.44,17.8,57.9,75.7,5.26,11.7,406.6,1.25,555.7,2,Hyperactive
DOG0653,2025-09-22,Mixed,M,22,1.83,50.7,50.0,19.91,36.7,49.3,86.0,5.97,12.9,659.8,1.31,865.3,1,Low activity
DOG0654,2025-08-13,Chihuahua,M,14,1.17,21.0,24.8,2.19,20.6,26.2,46.8,3.25,14.0,126.0,1.27,156.2,1,Low activity
DOG0655,2025-09-01,Labrador Retriever,F,16,1.33,57.0,78.2,29.96,37.0,28.8,65.8,4.57,12.6,896.4,1.21,1030.9,1,Low activity
DOG0656,2024-12-27,Rottweiler,M,2,0.17,66.3,73.5,28.79,68.1,0.0,68.1,4.73,13.0,870.0,2.2800532056165563,1928.6,0,Normal
DOG0657,2025-05-12,Boxer,F,57,4.75,57.9,71.5,25.49,67.7,66.3,134.0,9.31,10.3,794.1,1.23,996.3,2,Hyperactive
DOG0658,2025-06-03,Rottweiler,F,55,4.58,64.2,84.1,47.97,27.8,24.1,51.9,3.6,12.5,1275.9,1.2,1503.1,1,Low activity
DOG0659,2025-03-05,Dachshund,M,20,1.67,13.6,15.0,10.47,16.0,8.1,24.1,1.67,12.0,407.4,1.19,430.8,1,Low activity
DOG0660,2025-10-19,Beagle,F,64,5.33,37.4,42.3,9.5,64.7,34.1,98.8,6.86,9.1,378.8,1.3,458.0,0,Normal
DOG0661,2025-02-24,Bulldog,M,16,1.33,39.5,46.5,23.67,31.7,65.9,97.6,6.78,10.9,751.2,1.21,852.3,2,Hyperactive
DOG0662,2025-03-29,Siberian Husky,M,46,3.83,57.1,78.0,23.88,20.1,29.8,49.9,3.47,10.3,756.2,1.18,965.4,2,Hyperactive
DOG0663,2025-07-14,Golden Retriever,M,121,10.08,51.7,69.3,23.92,7.6,52.1,59.7,4.15,9.2,757.1,1.23,914.6,2,Hyperactive
DOG0664,2025-09-06,Dachshund,M,20,1.67,14.5,13.2,10.62,29.1,0.0,29.1,2.02,12.4,411.8,1.28,458.3,1,Low activity
DOG0665,2024-12-15,Chihuahua,F,2,0.17,20.1,18.3,1.86,90.0,25.2,115.2,8.0,9.7,111.5,2.9236893410218703,326.3,0,Normal
DOG0666,2025-01-25,Beagle,M,70,5.83,33.9,37.3,9.26,9.8,54.0,63.8,4.43,11.1,371.6,1.22,483.5,2,Hyperactive
DOG0667,2025-02-05,Mixed,M,38,3.17,25.8,35.7,15.88,27.1,41.0,68.1,4.73,9.5,556.8,1.26,685.3,2,Hyperactive
DOG0668,2025-01-13,Labrador Retriever,M,5,0.42,56.1,55.8,22.23,76.5,27.0,103.5,7.19,9.3,716.6,2.0185481957244074,1396.6,0,Normal
DOG0669,2025-08-09,Labrador Retriever,F,165,13.75,60.1,54.4,26.7,25.7,42.6,68.3,4.74,10.5,822.2,1.18,1048.0,2,Hyperactive
DOG0670,2025-01-01,Shih Tzu,F,19,1.58,26.5,35.6,6.82,32.1,23.8,55.9,3.88,12.2,295.4,1.28,384.3,1,Low activity
DOG0671,2025-01-14,French Bulldog,F,27,2.25,31.0,31.9,10.91,36.1,65.9,102.0,7.08,10.3,420.2,1.26,521.4,2,Hyperactive
DOG0672,2025-09-08,Beagle,F,5,0.42,41.7,46.4,8.17,61.7,70.8,132.5,9.2,10.1,338.3,2.758073501420799,978.3,2,Hyperactive
DOG0673,2024-12-28,Shih Tzu,M,35,2.92,20.3,19.3,5.12,0.0,20.1,20.1,1.4,10.1,238.3,1.27,300.6,1,Low activity
DOG0674,2025-04-02,Dachshund,M,70,5.83,13.6,13.7,9.74,53.5,68.3,121.8,8.46,10.4,385.9,1.19,505.3,2,Hyperactive
DOG0675,2025-11-05,Labrador Retriever,F,79,6.58,60.5,83.0,28.44,66.4,18.9,85.3,5.92,11.3,862.1,1.27,1087.6,0,Normal
DOG0676,2025-01-07,Beagle,F,40,3.33,34.7,40.7,8.87,12.4,53.8,66.2,4.6,11.8,359.8,1.31,451.2,2,Hyperactive
DOG0677,2025-02-07,French Bulldog,M,44,3.67,33.8,32.3,13.1,45.1,20.0,65.1,4.52,14.5,482.0,1.24,629.9,1,Low activity
DOG0678,2025-07-22,Labrador Retriever,M,22,1.83,58.0,70.0,31.32,65.6,73.6,139.2,9.67,10.6,926.8,1.2,1122.1,2,Hyperactive
DOG0679,2025-03-23,Chihuahua,M,67,5.58,18.6,20.8,2.1,29.8,21.3,51.1,3.55,11.9,122.1,1.21,143.6,1,Low activity
DOG0680,2025-10-05,French Bulldog,M,84,7.0,27.2,37.4,8.67,54.5,0.0,54.5,3.78,11.4,353.7,1.23,483.5,0,Normal
DOG0681,2025-02-16,Beagle,F,26,2.17,37.1,42.3,9.84,45.8,19.2,65.0,4.51,10.2,388.9,1.28,486.4,0,Normal
DOG0682,2025-05-19,French Bulldog,F,15,1.25,28.7,26.3,10.43,19.2,17.0,36.2,2.51,13.0,406.3,1.23,463.5,1,Low activity
DOG0683,2024-12-24,Labrador Retriever,F,33,2.75,55.9,63.3,26.79,65.6,29.0,94.6,6.57,11.7,824.3,1.21,1065.9,0,Normal
